stock_code,market,tag,tag_type,confidence,is_primary,source,evidence,evidence_url,updated_at
00014,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.400505
00014,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400516
00014,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400523
00014,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400529
00016,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.400571
00016,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.400579
00016,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400589
00016,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400596
00016,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400603
00017,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.400645
00017,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.400653
00017,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400664
00017,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400672
00017,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400679
00018,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.400723
00018,HK,媒体及娱乐,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.400730
00018,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400742
00018,HK,媒体及娱乐,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400749
00018,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400756
00019,HK,综合企业,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.400807
00019,HK,综合企业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400817
00020,HK,资讯科技业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.400860
00020,HK,软件服务,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.400867
00020,HK,资讯科技业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400878
00020,HK,软件服务,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400885
00020,HK,科技,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400892
00021,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.400934
00021,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.400941
00021,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400952
00021,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400959
00021,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.400965
00022,HK,工业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401007
00022,HK,建筑,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401014
00022,HK,工业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401024
00022,HK,建筑,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401031
00023,HK,金融业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401074
00023,HK,银行,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401081
00023,HK,金融业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401093
00023,HK,银行,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401100
00023,HK,金融服务,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401106
00025,HK,综合企业,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401156
00025,HK,综合企业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401167
00026,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401209
00026,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401216
00026,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401227
00026,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401234
00026,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401240
00027,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401283
00027,HK,旅游及消闲设施,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401291
00027,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401302
00027,HK,旅游及消闲设施,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401310
00027,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401319
00028,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401363
00028,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401371
00028,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401382
00028,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401390
00028,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401407
00029,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401452
00029,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401460
00029,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401472
00029,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401478
00029,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401485
00030,HK,医疗保健业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401532
00030,HK,其他医疗保健,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401540
00030,HK,医疗保健业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401552
00030,HK,其他医疗保健,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401558
00030,HK,医药医疗,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401565
00031,HK,工业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401609
00031,HK,工业工程,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401617
00031,HK,工业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401629
00031,HK,工业工程,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401636
00032,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401678
00032,HK,支援服务,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401686
00032,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401696
00032,HK,支援服务,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401703
00033,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401746
00033,HK,家庭电器及用品,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401754
00033,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401765
00033,HK,家庭电器及用品,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401772
00033,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401779
00034,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401821
00034,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401828
00034,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401839
00034,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401846
00034,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401853
00035,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401895
00035,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401902
00035,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401912
00035,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401919
00035,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401928
00036,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.401968
00036,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.401975
00036,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401985
00036,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401992
00036,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.401999
00037,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402042
00037,HK,旅游及消闲设施,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402049
00037,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402061
00037,HK,旅游及消闲设施,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402067
00037,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402074
00038,HK,工业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402117
00038,HK,工业工程,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402124
00038,HK,工业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402135
00038,HK,工业工程,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402142
00039,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402184
00039,HK,消费者主要零售商,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402192
00039,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402203
00039,HK,消费者主要零售商,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402210
00039,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402217
00040,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402258
00040,HK,家庭电器及用品,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402265
00040,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402276
00040,HK,家庭电器及用品,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402283
00040,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402290
00041,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402331
00041,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402338
00041,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402349
00041,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402356
00041,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402363
00042,HK,工业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402408
00042,HK,工业工程,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402416
00042,HK,工业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402426
00042,HK,工业工程,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402433
00045,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402475
00045,HK,旅游及消闲设施,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402482
00045,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402494
00045,HK,旅游及消闲设施,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402501
00045,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402508
00046,HK,资讯科技业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402552
00046,HK,软件服务,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402560
00046,HK,资讯科技业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402570
00046,HK,软件服务,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402577
00046,HK,科技,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402584
00048,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402626
00048,HK,汽车,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402634
00048,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402644
00048,HK,汽车,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402651
00048,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402658
00050,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402698
00050,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402705
00050,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402715
00050,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402722
00050,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402729
00051,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402771
00051,HK,旅游及消闲设施,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402778
00051,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402789
00051,HK,旅游及消闲设施,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402796
00051,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402803
00052,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402845
00052,HK,旅游及消闲设施,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402852
00052,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402864
00052,HK,旅游及消闲设施,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402871
00052,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402877
00053,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402919
00053,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402926
00053,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402937
00053,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402944
00053,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.402950
00055,HK,工业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.402991
00055,HK,工用支援,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.402998
00055,HK,工业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403008
00055,HK,工用支援,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403015
00057,HK,工业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.403056
00057,HK,工业工程,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.403064
00057,HK,工业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403074
00057,HK,工业工程,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403081
00058,HK,工业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.403122
00058,HK,建筑,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.403130
00058,HK,工业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403141
00058,HK,建筑,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403147
00059,HK,地产业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.403189
00059,HK,地产,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.403196
00059,HK,地产业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403207
00059,HK,地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403214
00059,HK,房地产,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403221
00060,HK,必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.403262
00060,HK,食物饮品,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.403269
00060,HK,必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403280
00060,HK,食物饮品,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403287
00061,HK,能源业,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.403328
00061,HK,煤炭,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.403335
00061,HK,能源业,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403346
00061,HK,煤炭,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403353
00061,HK,资源能源,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403359
00062,HK,非必需性消费,industry,0.9,True,akshare_eastmoney_company_profile,industry_l1,,2026-06-04T05:58:00.403404
00062,HK,旅游及消闲设施,industry,0.92,True,akshare_eastmoney_company_profile,industry_l2,,2026-06-04T05:58:00.403411
00062,HK,非必需性消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403422
00062,HK,旅游及消闲设施,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403429
00062,HK,消费,theme,0.75,False,akshare_eastmoney_company_profile,theme_tags,,2026-06-04T05:58:00.403436
