stock_code,market,source,title,summary,url,raw_text,fetched_at
00883,HK,playwright_search,query=00883 00883 主营业务 年报; rank=2; title=VIDEOS,rank=2; url=https://www.bing.com/ck/a?!&&p=41bb2535402710e9c044e2d134ac1f0214fded46de4eb0dc7352777cbfef0fa2JmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=1a9815f7-b6b3-6957-1b76-029ab7c86880&u=a1L3ZpZGVvcy9zZWFyY2g_cT0wMDg4MyswMDg4MyslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0Mz&ntb=1; hash=75340a6ee3f80944; snippet=VIDEOS,https://www.bing.com/ck/a?!&&p=41bb2535402710e9c044e2d134ac1f0214fded46de4eb0dc7352777cbfef0fa2JmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=1a9815f7-b6b3-6957-1b76-029ab7c86880&u=a1L3ZpZGVvcy9zZWFyY2g_cT0wMDg4MyswMDg4MyslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0Mz&ntb=1,VIDEOS,2026-06-03T10:44:35.586572
00883,HK,playwright_search,query=00883 00883 主营业务 年报; rank=3; title=MAPS,rank=3; url=https://www.bing.com/ck/a?!&&p=ad9439ef6c58d54e3e4559c50c2f81c112ffaccee1f5c1c9fef0e318ed80d44eJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=1a9815f7-b6b3-6957-1b76-029ab7c86880&u=a1L21hcHM_cT0wMDg4MyswMDg4MyslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0M0&ntb=1; hash=21ed727f098e3a2c; snippet=MAPS,https://www.bing.com/ck/a?!&&p=ad9439ef6c58d54e3e4559c50c2f81c112ffaccee1f5c1c9fef0e318ed80d44eJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=1a9815f7-b6b3-6957-1b76-029ab7c86880&u=a1L21hcHM_cT0wMDg4MyswMDg4MyslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0M0&ntb=1,MAPS,2026-06-03T10:44:35.589218
00883,HK,playwright_search,query=00883 00883 主营业务 年报; rank=4; title=News,rank=4; url=https://www.bing.com/ck/a?!&&p=dbf65566bc20595bde5d1e479a6a15bcc8b585f18c9401aca4c08eaee2ad1f14JmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=1a9815f7-b6b3-6957-1b76-029ab7c86880&u=a1L25ld3Mvc2VhcmNoP3E9MDA4ODMrMDA4ODMrJWU0JWI4JWJiJWU4JTkwJWE1JWU0JWI4JTlhJWU1JThhJWExKyVlNSViOSViNCVlNiU4YSVhNSZGT1JNPUhEUlNDNg&ntb=1; hash=fb97fd5891581990; snippet=News,https://www.bing.com/ck/a?!&&p=dbf65566bc20595bde5d1e479a6a15bcc8b585f18c9401aca4c08eaee2ad1f14JmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=1a9815f7-b6b3-6957-1b76-029ab7c86880&u=a1L25ld3Mvc2VhcmNoP3E9MDA4ODMrMDA4ODMrJWU0JWI4JWJiJWU4JTkwJWE1JWU0JWI4JTlhJWU1JThhJWExKyVlNSViOSViNCVlNiU4YSVhNSZGT1JNPUhEUlNDNg&ntb=1,News,2026-06-03T10:44:35.594733
00883,HK,playwright_search,query=00883 00883 主营业务 年报; rank=5; title=Flights,rank=5; url=https://www.bing.com/ck/a?!&&p=89300006fd4c7fd83b97d3e8d9e844ab9ab16c10acc7cd4e7b3f3c1fb248680cJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=1a9815f7-b6b3-6957-1b76-029ab7c86880&u=a1L3RyYXZlbC9zZWFyY2g_cT0wMDg4MyswMDg4MyslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1Jm09ZmxpZ2h0cyZGT1JNPUZCU0NPUA&ntb=1; hash=5dce683a0ba4ce94; snippet=Flights,https://www.bing.com/ck/a?!&&p=89300006fd4c7fd83b97d3e8d9e844ab9ab16c10acc7cd4e7b3f3c1fb248680cJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=1a9815f7-b6b3-6957-1b76-029ab7c86880&u=a1L3RyYXZlbC9zZWFyY2g_cT0wMDg4MyswMDg4MyslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1Jm09ZmxpZ2h0cyZGT1JNPUZCU0NPUA&ntb=1,Flights,2026-06-03T10:44:35.597098
00883,HK,playwright_search,query=00883 00883 company profile business segments; rank=0; title=search_error,"rank=0; url=https://www.bing.com/search?q=00883+00883+company+profile+business+segments; hash=dcb93ea9a796cbf9; snippet=Page.goto: net::ERR_ABORTED at https://www.bing.com/search?q=00883+00883+company+profile+business+segments
Call log:
  - navigating to ""https://www.bing.com/search?q=00883+00883+company+profile+business+segments"", waiting until ""domcontentloaded""",https://www.bing.com/search?q=00883+00883+company+profile+business+segments,"Page.goto: net::ERR_ABORTED at https://www.bing.com/search?q=00883+00883+company+profile+business+segments
Call log:
  - navigating to ""https://www.bing.com/search?q=00883+00883+company+profile+business+segments"", waiting until ""domcontentloaded""",2026-06-03T10:44:35.719758
00883,HK,playwright_search,query=00883 00883 港交所 公告 年报; rank=0; title=search_error,"rank=0; url=https://www.bing.com/search?q=00883+00883+%E6%B8%AF%E4%BA%A4%E6%89%80+%E5%85%AC%E5%91%8A+%E5%B9%B4%E6%8A%A5; hash=72e4ef358f050cce; snippet=Page.goto: net::ERR_TOO_MANY_REDIRECTS at https://www.bing.com/search?q=00883+00883+%E6%B8%AF%E4%BA%A4%E6%89%80+%E5%85%AC%E5%91%8A+%E5%B9%B4%E6%8A%A5
Call log:
  - navigating to ""https://www.bing.com/search?q=00883+00883+%E6%B8%AF%E4%BA%A4%E6%89%80+%E5%85%AC%E5%91%8A+%E5%B9%B4%E6%8A%A5"", waiting until ""domcontentloaded""",https://www.bing.com/search?q=00883+00883+%E6%B8%AF%E4%BA%A4%E6%89%80+%E5%85%AC%E5%91%8A+%E5%B9%B4%E6%8A%A5,"Page.goto: net::ERR_TOO_MANY_REDIRECTS at https://www.bing.com/search?q=00883+00883+%E6%B8%AF%E4%BA%A4%E6%89%80+%E5%85%AC%E5%91%8A+%E5%B9%B4%E6%8A%A5
Call log:
  - navigating to ""https://www.bing.com/search?q=00883+00883+%E6%B8%AF%E4%BA%A4%E6%89%80+%E5%85%AC%E5%91%8A+%E5%B9%B4%E6%8A%A5"", waiting until ""domcontentloaded""",2026-06-03T10:44:41.744663
00883,HK,playwright_search,query=00883 00883 AI 云服务 游戏 铜矿 铁矿 稳定币; rank=0; title=search_error,"rank=0; url=https://www.bing.com/search?q=00883+00883+AI+%E4%BA%91%E6%9C%8D%E5%8A%A1+%E6%B8%B8%E6%88%8F+%E9%93%9C%E7%9F%BF+%E9%93%81%E7%9F%BF+%E7%A8%B3%E5%AE%9A%E5%B8%81; hash=700a5b6d7f363359; snippet=Page.goto: Navigation to ""https://www.bing.com/search?q=00883+00883+AI+%E4%BA%91%E6%9C%8D%E5%8A%A1+%E6%B8%B8%E6%88%8F+%E9%93%9C%E7%9F%BF+%E9%93%81%E7%9F%BF+%E7%A8%B3%E5%AE%9A%E5%B8%81"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://www.bing.com/search?q=00883+00883+AI+%E4%BA%91%E6%9C%8D%E5%8A%A1+%",https://www.bing.com/search?q=00883+00883+AI+%E4%BA%91%E6%9C%8D%E5%8A%A1+%E6%B8%B8%E6%88%8F+%E9%93%9C%E7%9F%BF+%E9%93%81%E7%9F%BF+%E7%A8%B3%E5%AE%9A%E5%B8%81,"Page.goto: Navigation to ""https://www.bing.com/search?q=00883+00883+AI+%E4%BA%91%E6%9C%8D%E5%8A%A1+%E6%B8%B8%E6%88%8F+%E9%93%9C%E7%9F%BF+%E9%93%81%E7%9F%BF+%E7%A8%B3%E5%AE%9A%E5%B8%81"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://www.bing.com/search?q=00883+00883+AI+%E4%BA%91%E6%9C%8D%E5%8A%A1+%E6%B8%B8%E6%88%8F+%E9%93%9C%E7%9F%BF+%E9%93%81%E7%9F%BF+%E7%A8%B3%E5%AE%9A%E5%B8%81"", waiting until ""domcontentloaded""",2026-06-03T10:44:42.129374
01208,HK,playwright_search,query=01208 01208 主营业务 年报; rank=1; title=IMAGES,rank=1; url=https://www.bing.com/ck/a?!&&p=18051487fcbd4d76499cbfed75fa35bf548ee1d225506244064b2059aff90157JmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L2ltYWdlcy9zZWFyY2g_cT0wMTIwOCswMTIwOCslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0My&ntb=1; hash=f5210c65a2d2031d; snippet=IMAGES,https://www.bing.com/ck/a?!&&p=18051487fcbd4d76499cbfed75fa35bf548ee1d225506244064b2059aff90157JmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L2ltYWdlcy9zZWFyY2g_cT0wMTIwOCswMTIwOCslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0My&ntb=1,IMAGES,2026-06-03T10:44:44.880064
01208,HK,playwright_search,query=01208 01208 主营业务 年报; rank=2; title=VIDEOS,rank=2; url=https://www.bing.com/ck/a?!&&p=5432ad7e703f9626970fa726667706f92933f98ae13b6fcbc56caead7563750dJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L3ZpZGVvcy9zZWFyY2g_cT0wMTIwOCswMTIwOCslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0Mz&ntb=1; hash=322917112e5a0b7c; snippet=VIDEOS,https://www.bing.com/ck/a?!&&p=5432ad7e703f9626970fa726667706f92933f98ae13b6fcbc56caead7563750dJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L3ZpZGVvcy9zZWFyY2g_cT0wMTIwOCswMTIwOCslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0Mz&ntb=1,VIDEOS,2026-06-03T10:44:44.883563
01208,HK,playwright_search,query=01208 01208 主营业务 年报; rank=3; title=MAPS,rank=3; url=https://www.bing.com/ck/a?!&&p=b64115e57296ca2a67b2e85a54b48d773bdaf3e9c4c63e97573bdcec4ff6ab29JmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L21hcHM_cT0wMTIwOCswMTIwOCslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0M0&ntb=1; hash=7a576e75e1e53c0f; snippet=MAPS,https://www.bing.com/ck/a?!&&p=b64115e57296ca2a67b2e85a54b48d773bdaf3e9c4c63e97573bdcec4ff6ab29JmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L21hcHM_cT0wMTIwOCswMTIwOCslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1JkZPUk09SERSU0M0&ntb=1,MAPS,2026-06-03T10:44:44.886813
01208,HK,playwright_search,query=01208 01208 主营业务 年报; rank=4; title=News,rank=4; url=https://www.bing.com/ck/a?!&&p=ed8e745ddee7c196db5d29d8f315041fc026b7a5616b5f2b52e6ed908483b9ebJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L25ld3Mvc2VhcmNoP3E9MDEyMDgrMDEyMDgrJWU0JWI4JWJiJWU4JTkwJWE1JWU0JWI4JTlhJWU1JThhJWExKyVlNSViOSViNCVlNiU4YSVhNSZGT1JNPUhEUlNDNg&ntb=1; hash=1e0a484ebde800ae; snippet=News,https://www.bing.com/ck/a?!&&p=ed8e745ddee7c196db5d29d8f315041fc026b7a5616b5f2b52e6ed908483b9ebJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L25ld3Mvc2VhcmNoP3E9MDEyMDgrMDEyMDgrJWU0JWI4JWJiJWU4JTkwJWE1JWU0JWI4JTlhJWU1JThhJWExKyVlNSViOSViNCVlNiU4YSVhNSZGT1JNPUhEUlNDNg&ntb=1,News,2026-06-03T10:44:44.892776
01208,HK,playwright_search,query=01208 01208 主营业务 年报; rank=5; title=Flights,rank=5; url=https://www.bing.com/ck/a?!&&p=ab027baf84be86ae5df828ca86e6e2af82c7c75bdea7a499aebc258b95bafe0eJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L3RyYXZlbC9zZWFyY2g_cT0wMTIwOCswMTIwOCslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1Jm09ZmxpZ2h0cyZGT1JNPUZCU0NPUA&ntb=1; hash=c0105a5bc18aff6e; snippet=Flights,https://www.bing.com/ck/a?!&&p=ab027baf84be86ae5df828ca86e6e2af82c7c75bdea7a499aebc258b95bafe0eJmltdHM9MTc4MDQ0NDgwMA&ptn=3&ver=2&hsh=4&fclid=0884be7e-60ca-6cf2-3c00-a913614f6de1&u=a1L3RyYXZlbC9zZWFyY2g_cT0wMTIwOCswMTIwOCslZTQlYjglYmIlZTglOTAlYTUlZTQlYjglOWElZTUlOGElYTErJWU1JWI5JWI0JWU2JThhJWE1Jm09ZmxpZ2h0cyZGT1JNPUZCU0NPUA&ntb=1,Flights,2026-06-03T10:44:44.895461
01208,HK,playwright_search,query=01208 01208 company profile business segments; rank=0; title=search_error,"rank=0; url=https://www.bing.com/search?q=01208+01208+company+profile+business+segments; hash=fa8bd6f801092b31; snippet=Page.goto: net::ERR_ABORTED at https://www.bing.com/search?q=01208+01208+company+profile+business+segments
Call log:
  - navigating to ""https://www.bing.com/search?q=01208+01208+company+profile+business+segments"", waiting until ""domcontentloaded""",https://www.bing.com/search?q=01208+01208+company+profile+business+segments,"Page.goto: net::ERR_ABORTED at https://www.bing.com/search?q=01208+01208+company+profile+business+segments
Call log:
  - navigating to ""https://www.bing.com/search?q=01208+01208+company+profile+business+segments"", waiting until ""domcontentloaded""",2026-06-03T10:44:45.020199
01208,HK,playwright_search,query=01208 01208 港交所 公告 年报; rank=0; title=search_page_snapshot,"rank=0; url=https://www.bing.com/search?q=01208+01208+%E6%B8%AF%E4%BA%A4%E6%89%80+%E5%85%AC%E5%91%8A+%E5%B9%B4%E6%8A%A5; hash=9d5093453db1b419; snippet=跳至内容
辅助功能反馈
Rewards
国内版国际版
网页图片视频学术词典地图
更多
增值电信业务经营许可证：合字B2-20090007
京ICP备10036305号-7
京公网安备11010802047360号


隐私
条款",https://www.bing.com/search?q=01208+01208+%E6%B8%AF%E4%BA%A4%E6%89%80+%E5%85%AC%E5%91%8A+%E5%B9%B4%E6%8A%A5,"跳至内容
辅助功能反馈
Rewards
国内版国际版
网页图片视频学术词典地图
更多
增值电信业务经营许可证：合字B2-20090007
京ICP备10036305号-7
京公网安备11010802047360号


隐私
条款",2026-06-03T10:44:45.623620
